type,date(yyyyMMddHHmmss),author,message,latitude,longitude, location
mbdata,20140123181457,KronosQuoth,the place success come work dictionary   POKRally HI,,,
mbdata,20140123181502,POK,Dr. Newman inspire American Saul Alinsky author rule radical,,,
mbdata,20140123181502,choconibbs,@jojods People believe crap ignorant one POKRally,,,
mbdata,20140123181514,POK,Audrey Newman internationally know environmental activist follow @AudreyNewmanWorld,,,
mbdata,20140123181514,SaveOurWildlands,great article education key save wildland SOW.kronos/classes,,,
mbdata,20140123181514,AbilaPost,Dr Audrey McConnell Newman begin remark POKrally AbilaPost,,,
mbdata,20140123181514,anaregents,Dr. Audrey Newman feature speaker � she be internationally know activist,,,
mbdata,20140123181514,truccotrucco,wnat join gelato hungry gelatogalore,36.052,24.852,
mbdata,20140123181524,KronosQuoth,when stop chasing wrong thing give right thing chance catch   POKRally hi,,,
mbdata,20140123181524,KronosQuoth,success know purpose life growing reach maximum potential sow seed benefit other   POKRally HI,,,
mbdata,20140123181524,KronosQuoth,you 've get get every morning determination be going go bed satisfaction   POKRally hi,,,
mbdata,20140123181524,KronosQuoth,build dream someone else hire build   KronosStar POKRally,,,
ccdata,20140123181533,,incomplete call for POLICE,,,
mbdata,20140123181547,KronosQuoth,if wind serve take oar   KronosStar POKRally,,,
mbdata,20140123181547,KronosQuoth,no one make feel inferior without consent   POKRally HI,,,
mbdata,20140123181612,KronosQuoth,life shrink expand proportion ones courage   KronosStar POKRally,,,
mbdata,20140123181612,KronosQuoth,you measure size accomplishment obstacle overcome reach goal   POKRally hi,,,
mbdata,20140123181613,rnbwBrite,rt @POK Dr. Newman believe education community action crucial environmental movement,,,
mbdata,20140123181614,sarajane,rt @AbilaPost Dr Audrey McConnell Newman begin remark POKrally AbilaPost,,,
mbdata,20140123181614,luvMyPants,rt @AbilaPost Dr Audrey McConnell Newman begin remark POKrally AbilaPost,,,
mbdata,20140123181614,gardener4958,rt @AbilaPost Dr Audrey McConnell Newman begin remark POKrally AbilaPost,,,
mbdata,20140123181614,worldWatcher,rt @AbilaPost Dr Audrey McConnell Newman begin remark POKrally AbilaPost,,,
mbdata,20140123181634,POK,5 way help POK pok.kronos/join,,,
mbdata,20140123181634,MindOfKronos,will next whiny greenie please take stage,,,
ccdata,20140123181634,,subject stop,,,N. Pilau St / N. Aveny St
mbdata,20140123181641,KronosQuoth,definiteness purpose starting point achievement   KronosStar POKRally,,,
mbdata,20140123181641,KronosQuoth,if wind serve take oar   KronosStar POKRally,,,
mbdata,20140123181712,KronosQuoth,it matter slowly go long stop   KronosStar POKRally,,,
mbdata,20140123181712,KronosQuoth,People often say motivation n't last well neither bathing be recommend daily   POKRally hi,,,
mbdata,20140123181714,electricAvenue,rt @AbilaPost Dr Audrey McConnell Newman begin remark POKrally AbilaPost,,,
mbdata,20140123181714,stolkfair,rt @AbilaPost Dr Audrey McConnell Newman begin remark POKrally AbilaPost,,,
mbdata,20140123181741,KronosQuoth,you never cross ocean courage lose sight shore   KronosStar POKRally,,,
mbdata,20140123181741,KronosQuoth,the road success road failure almost exactly   POKRally HI,,,
mbdata,20140123181741,KronosQuoth,try become person success rather try become person value   POKRally HI,,,
mbdata,20140123181755,maha_Homeland,Dr. Newman inspire American Saul Alinsky author rule radical,,,
mbdata,20140123181755,choconibbs,song rotter   POKRally,,,
ccdata,20140123181755,,suspicious subject circumstance in progress,,,781 S. Maskin St
mbdata,20140123181807,KronosQuoth,believe halfway   KronosStar POKRally,,,
mbdata,20140123181807,Clevvah4Evah,you got low self coincidence pok Rally Grammar,,,
mbdata,20140123181807,KronosQuoth,innovation distinguish leader follower   POKRally HI,,,
mbdata,20140123181807,KronosQuoth,it year life count it life year   KronosStar POKRally,,,
mbdata,20140123181814,brandonL,RT @POK Audrey Newman internationally know environmental activist follow @AudreyNewmanWorld,,,
mbdata,20140123181836,KronosQuoth,trust willing accept risk be safe certain   POKRally hi,,,
mbdata,20140123181836,skinnyJeans,this nut I swear I be getting 100 follower program check followers.kronos/getpeople abila follower,,,
mbdata,20140123181836,eazymoney,get pay give away free software easy make.money.kronos/link kronos,,,
mbdata,20140123181836,KronosQuoth,start use   do   KronosStar POKRally,,,
mbdata,20140123181905,KronosQuoth,happiness butterfly pursue always beyond grasp POKRally HI,,,
mbdata,20140123181914,sarajane,rt @SaveOurWildlands great article education key save wildland SOW.kronos/classes,,,
mbdata,20140123181914,jgrobannne,rt @AbilaPost Dr Audrey McConnell Newman begin remark POKrally AbilaPost,,,
mbdata,20140123181914,muppiesRock,rt @AbilaPost Dr Audrey McConnell Newman begin remark POKrally AbilaPost,,,
mbdata,20140123181936,mainman447,r famous haha   badprofiles.kronos/tacky    abila picture,,,
mbdata,20140123181936,KronosQuoth,certain thing catch eye pursue capture heart   KronosStar POKRally,,,
mbdata,20140123182000,choconibbs,anyone want learn environmental terrorism come Park POKRally,,,
mbdata,20140123182000,ReggieWassali,everyone need read rule radical SaulAlinsky POKRally,,,
ccdata,20140123182000,,check on HAZARD,,,3776 N. Scarkeme St
mbdata,20140123182000,KronosQuoth,it matter slowly go long stop   KronosStar POKRally,,,
mbdata,20140123182027,KronosQuoth,change thought change world   KronosStar POKRally,,,
mbdata,20140123182052,KronosQuoth,the difficult thing decision act rest merely tenacity   KronosStar POKRally,,,
mbdata,20140123182052,KronosQuoth,I nt fail test I find 100 way wrong   KronosStar POKRally,,,
mbdata,20140123182052,KronosQuoth,we become think time be strange secret   POKRally hi,,,
mbdata,20140123182055,phantomagate,RT @maha_Homeland Dr. Newman inspire American Saul Alinsky author rule radical,,,
mbdata,20140123182116,KronosQuoth,be miserable or motivate whatever do be always choice   POKRally hi,,,
mbdata,20140123182116,KronosQuoth,the road success road failure almost exactly   POKRally HI,,,
mbdata,20140123182116,KronosQuoth,a successful man one lay firm foundation brick other throw   POKRally HI,,,
mbdata,20140123182116,KronosQuoth,motivation get start habit keep go   POKRally hi,,,
mbdata,20140123182140,Clevvah4Evah,do n't disinterested movie pok Rally Grammar,,,
mbdata,20140123182140,KronosQuoth,as look ahead next century leader empower other   POKRally HI,,,
mbdata,20140123182140,KronosQuoth,People often say motivation n't last well neither bathing be recommend daily   POKRally hi,,,
mbdata,20140123182140,KronosQuoth,if be go hell keep go   POKRally hi,,,
mbdata,20140123182144,SaveOurWildlands,Dr. Newman say education key effective leader community organizer,,,
ccdata,20140123182144,,traffic stop,,,5607 N. Bilar St
mbdata,20140123182155,wiseWords,rt @choconibbs Songs rotter   POKRally,,,
mbdata,20140123182201,KronosQuoth,success liking like like   POKRally hi,,,
mbdata,20140123182201,KronosQuoth,if dream achieve   KronosStar POKRally,,,
mbdata,20140123182201,KronosQuoth,teach thy tongue say I know thou shalt progress   KronosStar POKRally,,,
mbdata,20140123182222,KronosQuoth,in experience one motivation desire no reason principle contain stand   POKRally HI,,,
mbdata,20140123182250,KronosQuoth,the past ghost future dream all ever   KronosStar POKRally,,,
mbdata,20140123182250,KronosQuoth,eighty percent success show   KronosStar POKRally,,,
mbdata,20140123182250,reggierockin776,"gain 1,000 follower week use getem.kronos/followers abilaFinest followme",,,
mbdata,20140123182250,KronosQuoth,life measure number breath take moment take breath away   KronosStar POKRally,,,
mbdata,20140123182310,KronosQuoth,there one way avoid criticism nothing say nothing nothing   KronosStar POKRally,,,
mbdata,20140123182310,Clevvah4Evah,I literally feel like blowing pok Rally Grammar,,,
mbdata,20140123182310,KronosQuoth,too many we live dream live fear   KronosStar POKRally,,,
mbdata,20140123182310,KronosQuoth,winning nt everything wanting win   KronosStar POKRally,,,
mbdata,20140123182333,KronosQuoth,the successful warrior average man laser like focus   POKRally HI,,,
mbdata,20140123182333,KronosQuoth,winning nt everything wanting win   KronosStar POKRally,,,
mbdata,20140123182333,KronosQuoth,if want achieve greatness stop asking permission   POKRally hi,,,
mbdata,20140123182358,KronosQuoth,real difficulty overcome imaginary one unconquerable   POKRally HI,,,
mbdata,20140123182358,reggierockin776,time refill refill med online drugs.kronos/cheappills abila pharmacyripoff,,,
mbdata,20140123182358,KronosQuoth,two road diverge wood I � I take one less travel and make difference   KronosStar POKRally,,,
mbdata,20140123182426,KronosQuoth,you may disappoint fail doom nt try   KronosStar POKRally,,,
mbdata,20140123182444,soup4u,rt @SaveOurWildlands Dr. Newman saying education key effective leader community organizer,,,
mbdata,20140123182454,KronosQuoth,if hear voice within say paint mean paint voice silence   KronosStar POKRally,,,
mbdata,20140123182454,KronosQuoth,thing work well make good thing work   POKRally HI,,,
mbdata,20140123182454,KronosQuoth,few thing help individual place responsibility let know trust    KronosStar POKRally,,,
mbdata,20140123182454,KronosQuoth,you without sin cast first stone   KronosStar POKRally,,,
mbdata,20140123182500,GreyCatCollectibles,smell something funny upstairs wish renovation work would get finish,,,
mbdata,20140123182500,starz1134,just find local hot pepper Abila market Feelin burn abilafire,,,
mbdata,20140123182500,SaveOurWildlands,we need help sow.kronos/helpnow,,,
mbdata,20140123182500,choconibbs,and make million endanger specie DrRotter POKRally,,,
ccdata,20140123182500,,alarm secure no crime,,,4678 N. Delfon St
mbdata,20140123182514,KronosQuoth,do n't let fear lose great excitement win   POKRally HI,,,
mbdata,20140123182514,KronosQuoth,you ca n't connect dot look forward connect look backwards POKRally HI,,,
mbdata,20140123182514,KronosQuoth,if want achieve greatness stop asking permission   POKRally hi,,,
mbdata,20140123182514,KronosQuoth,we become think   KronosStar POKRally,,,
mbdata,20140123182539,KronosQuoth,do n't raise voice improve argument   POKRally hi,,,
mbdata,20140123182603,carjunkers,free ithing contest click contest.kronos/freeithing   abila iThing,,,
mbdata,20140123182603,KronosQuoth,life finding life create   POKRally hi,,,
mbdata,20140123182626,KronosQuoth,the place success come work dictionary   POKRally HI,,,
mbdata,20140123182626,KronosQuoth,you ca nt fall nt climb   but joy living whole life ground   KronosStar POKRally,,,
mbdata,20140123182649,KronosQuoth,great mind discuss idea average mind discuss event small mind discuss people   POKRally HI,,,
mbdata,20140123182649,KronosQuoth,waste want   KronosStar POKRally,,,
mbdata,20140123182649,KronosQuoth,the difficult thing decision act rest merely tenacity   KronosStar POKRally,,,
mbdata,20140123182720,Clevvah4Evah,do nt loose way dark go home pok Rally Grammar,,,
mbdata,20140123182720,KronosQuoth,successful entrepreneur giver taker positive energy   POKRally HI,,,
mbdata,20140123182743,KronosQuoth,People often say motivation nt last well neither bathing   that recommend daily   KronosStar POKRally,,,
mbdata,20140123182743,KronosQuoth,I find real interest life curious life sleep important thing   POKRally HI,,,
mbdata,20140123182743,KronosQuoth,eighty percent success show   KronosStar POKRally,,,
mbdata,20140123182743,KronosQuoth,no one make feel inferior without consent   POKRally HI,,,
mbdata,20140123182807,KronosQuoth,intuition influence observation pokrally hi,,,
mbdata,20140123182807,KronosQuoth,People rarely succeed unless fun   pokrally hi,,,
mbdata,20140123182833,junkman995,have hear million people make $ 5k+/mo home heres workathome.kronos scam kronos abilajobs,,,
mbdata,20140123182833,KronosQuoth,all progress take place outside comfort zone   POKRally HI,,,
mbdata,20140123182833,KronosQuoth,success sum small effort repeat day day   POKRally HI,,,
mbdata,20140123182833,Clevvah4Evah,what be diff would would 've pok Rally Grammar,,,
mbdata,20140123182900,slamrjamr,rt @SaveOurWildlands we need help sow.kronos/helpnow,,,
mbdata,20140123182902,KronosQuoth,whatever mind man conceive believe achieve   KronosStar POKRally,,,
mbdata,20140123182902,KronosQuoth,do n't afraid give good go great   POKRally HI,,,
mbdata,20140123182902,KronosQuoth,it never late might   KronosStar POKRally,,,
mbdata,20140123182922,KronosQuoth,do   KronosStar POKRally,,,
mbdata,20140123182922,KronosQuoth,do n't let fear lose great excitement win   POKRally HI,,,
mbdata,20140123182944,KronosQuoth,to accomplish great thing must act also dream plan also believe POKRally HI,,,
mbdata,20140123182944,KronosQuoth,do n't raise voice improve argument   POKRally hi,,,
mbdata,20140123183000,GreyCatCollectibles,yuck electrical smell get bad,,,
mbdata,20140123183000,POK,local coffee shop owner go green   pok.kronos/ourcommunity/beansnthings,,,
mbdata,20140123183000,SaveOurWildlands,12 essential action green Kronos SOW.kronos/actnow,,,
mbdata,20140123183000,choconibbs,do anyone beside think POK logo mean stop   POKRally DrRotter,,,
mbdata,20140123183000,anaregents,Dr. Newman 's speech moving activism people act � people! � #POKrally,,,
mbdata,20140123183000,ReggieWassali,DrNewman real education experience particpation reason POKRally,,,
mbdata,20140123183000,FriendsOfKronos,listen Dr Newman totally discredit rest world good carreer move doc pok terror,,,
ccdata,20140123183000,,traffic stop,,,N. Taxiarchon Ave / N. Agiasou St
mbdata,20140123183100,jaques,rt @FriendsOfKronos listen Dr Newman totally discredit rest world good carreer move doc pok terror,,,
mbdata,20140123183200,lordWally,rt @anaregents Dr. Newman 's speech moving activism people act � people! � #POKrally,,,
mbdata,20140123183400,klingon4real,rt @ReggieWassali DrNewman real education experience particpation reason POKRally,,,
ccdata,20140123183100,,traffic stop,,,N. Carnero St / N. Pilai St
mbdata,20140123183100,KronosQuoth,there traffic jam along extra mile   KronosStar POKRally,,,
mbdata,20140123183100,KronosQuoth,you take life hand happen a terrible thing one blame   KronosStar POKRally,,,
mbdata,20140123183128,KronosQuoth,intuition influence observation pokrally hi,,,
mbdata,20140123183128,KronosQuoth,believe halfway   KronosStar POKRally,,,
