"TLID,N,10,0","FEDIRP,C,2","FENAME,C,16","FETYPE,C,5","FEDIRS,C,2","FRADDL,N,5,0","TOADDL,N,5,0","FRADDR,N,5,0","TOADDR,N,5,0"
184646337,,Tackan,Ave,,300,398,301,399
184646338,N,Karanteg,St,,200,298,201,299
184646339,N,Bulevar,St,,700,798,701,799
184646340,N,Bulevar,St,,600,698,601,699
184646341,N,Tackan,Ave,,200,298,201,299
184646342,N,Bulevar,St,,450,498,451,499
184646343,N,Bulevar,St,,500,598,501,599
184646344,N,Astrous,St,,700,798,701,799
184646345,N,Karanteg,St,,100,198,101,199
184646346,N,Astrous,St,,600,698,601,699
184646365,N,Bulevar,St,,800,898,801,899
184646366,N,Zefirou,Ave,,200,298,201,299
184646367,N,Astrous,St,,800,898,801,899
184646368,N,Zefirou,Ave,,100,198,101,199
184646369,,Ipsilantou,Ave,,1000,1098,1001,1099
184646370,S,Livit,St,,149,299,148,298
184646371,N,Astrous,St,,900,998,901,999
184646372,N,Livaniou,St,,100,198,101,199
184646373,,Ipsilantou,Ave,,900,998,901,999
184646374,S,Livaniou,St,,201,299,200,298
184646375,,Ipsilantou,Ave,,800,898,801,899
184646376,S,Bulevar,St,,1000,1098,1001,1099
184646377,S,Livit,St,,301,399,300,398
184646378,S,Livit,St,,401,499,400,498
184646380,S,Livit,St,,501,599,500,598
184646381,S,Bulevar,St,,900,998,901,999
184646382,S,Livaniou,St,,301,399,300,398
184646383,S,Dimitriou,St,,900,998,901,999
184646384,S,Livaniou,St,,401,499,400,498
184646385,S,Edessis,St,,900,998,901,999
184646386,S,Livaniou,St,,501,599,500,598
184646450,N,Aveny,St,,,,,
184646647,N,Els,St,,2600,2698,2601,2699
184646648,N,Palmant,St,,600,798,601,799
184646649,N,Els,St,,2512,2598,2501,2599
184646650,N,Jav,St,,600,798,601,799
184646651,,Egeou,Ave,,2600,2698,2601,2699
184646652,S,Palmant,St,,601,699,600,698
184646653,N,Els,St,,2500,2510,,
184646654,N,Prevezis,St,,600,798,601,799
184646655,N,Els,St,,2400,2498,2401,2499
184646656,,Egeou,Ave,,2500,2598,2501,2599
184646657,S,Jav,St,,601,699,600,698
184646658,S,Prevezis,St,,601,799,600,798
184646659,,Egeou,Ave,,2400,2498,2401,2499
184646660,S,Palmant,St,,701,799,700,798
184646661,S,Eleftherias,St,,2600,2698,2601,2699
184646662,S,Els,St,,2600,2698,2601,2699
184646663,S,Palmant,St,,801,1099,800,1098
184646664,S,Jav,St,,701,799,700,798
184646665,S,Jav,St,,801,1099,800,1098
184646666,S,Els,St,,2500,2598,2543,2599
184646667,S,Palmant,St,,1101,1149,1100,1148
184646668,S,Achilleos,St,,2600,2698,2601,2699
184646669,S,Achilleos,St,,2500,2598,2501,2599
184646670,S,Jav,St,,1101,1157,1100,1116
184646671,S,Prevezis,St,,801,999,800,848
184646672,S,Els,St,,2460,2498,2501,2541
184646673,S,Els,St,,2400,2458,2401,2499
184646674,S,Prevezis,St,,1001,1011,850,1098
184646675,S,Acera,St,,2400,2498,2401,2499
184646676,S,Prevezis,St,,1013,1199,1100,1198
184646677,N,Els,St,,2300,2398,2301,2399
184646678,N,Souliou,St,,600,698,613,699
184646679,N,Tangno,St,,600,798,601,799
184646680,N,Els,St,,2200,2298,2201,2299
184646681,S,Souliou,St,,601,799,600,798
184646682,,Egeou,Ave,,2300,2398,2301,2399
184646683,,Egeou,Ave,,2200,2298,2201,2299
184646684,S,Tangno,St,,601,799,600,798
184646685,N,Soulie,St,,600,798,601,799
184646686,S,Soulie,St,,601,699,600,698
184646687,S,Soulie,St,,701,799,700,798
184646688,S,Eleftherias,St,,2000,2198,2001,2199
184646689,S,Souliou,St,,801,999,800,998
184646690,S,Els,St,,2300,2398,2301,2399
184646691,S,Acera,St,,2300,2398,2301,2399
184646692,S,Souliou,St,,1001,1199,1000,1198
184646693,S,Acera,St,,2200,2298,2201,2299
184646694,S,Tangno,St,,1001,1199,1000,1198
184646695,S,Tangno,St,,801,999,800,998
184646696,S,Els,St,,2200,2298,2201,2299
184646697,S,Soulie,St,,801,999,800,998
184646698,S,Els,St,,2100,2198,2101,2199
184646699,S,Acera,St,,2100,2198,2101,2199
184646700,S,Soulie,St,,1001,1199,1000,1198
184646701,S,Palmant,St,,1157,1199,1150,1198
184646702,,Makedonias,St,,2600,2698,2601,2699
184646709,N,Els,St,,,,,
184646710,N,Kikladon,Ave,,600,698,601,699
184646711,N,Siarad,Ave,,600,628,601,629
184646712,N,Eira,St,,1700,1798,1701,1799
184646713,N,Kikladon,Ave,,500,598,501,599
184646714,,Egeou,Ave,,2042,2198,2001,2199
184646715,S,Siarad,Ave,,601,699,600,648
184646716,S,Siarad,Ave,,701,715,650,704
184646717,S,Siarad,Ave,,717,799,706,748
184646718,S,Jac,St,,801,999,800,998
184646719,S,Els,St,,2000,2098,2001,2099
184646720,S,Acera,St,,2000,2098,2001,2099
184646721,S,Jac,St,,1001,1199,1000,1198
184646722,S,Siarad,Ave,,801,809,750,798
184646723,S,Siarad,Ave,,811,899,800,824
184646724,S,Siarad,Ave,,901,947,826,998
184646725,S,Siarad,Ave,,949,1099,1000,1098
184646726,,Ipsilantou,Ave,,1700,1798,1701,1799
184646727,S,Kikladon,Ave,,501,599,500,610
184646728,S,Egeou,Ave,,1700,1998,1701,1799
184646729,S,Kikladon,Ave,,601,699,612,698
184646730,S,Eleftherias,St,,1700,1998,1701,1999
184646731,S,Kikladon,Ave,,701,799,700,798
184646732,,Ipsilantou,Ave,,1600,1698,1601,1699
184646733,S,Evripidou,Ave,,501,599,500,598
184646734,S,Egeou,Ave,,1600,1698,1601,1699
184646735,S,Evripidou,Ave,,601,699,600,698
184646736,S,Evripidou,Ave,,701,799,700,798
184646737,S,Ermou,St,,1850,1898,1851,1899
184646738,S,Protopiou,Ave,,901,1099,900,1098
184646739,S,Els,St,,1700,1998,1701,1999
184646740,S,Kikladon,Ave,,801,899,800,898
184646741,S,Ermou,St,,1700,1804,1701,1849
184646742,S,Kikladon,Ave,,901,1099,900,1098
184646743,S,Els,St,,1600,1698,1601,1699
184646744,S,Evripidou,Ave,,801,899,800,898
184646745,S,Ermou,St,,1600,1698,1601,1699
184646746,S,Evripidou,Ave,,901,1099,900,1098
184646751,S,Siarad,Ave,,1101,1199,1100,1198
184646754,S,Achilleos,St,,1800,1998,1801,1999
184646755,S,Protopiou,Ave,,1101,1199,1100,1198
184646756,S,Achilleos,St,,1700,1798,1701,1799
184646757,S,Kikladon,Ave,,1101,1199,1100,1198
184646761,S,Egeou,Ave,,1500,1598,1501,1599
184646762,S,Honoliau,Ave,,601,699,600,698
184646763,S,Eleftherias,St,,1500,1598,1501,1599
184646764,S,Honoliau,Ave,,701,799,700,798
184646765,S,Els,St,,1500,1598,1501,1599
184646766,S,Honoliau,Ave,,801,899,800,898
184646767,S,Egeou,Ave,,1400,1498,1401,1499
184646768,S,Schaber,Ave,,601,699,600,698
184646769,S,Eleftherias,St,,1400,1498,1401,1499
184646770,S,Schaber,Ave,,701,799,700,798
184646771,S,Els,St,,1400,1498,1401,1499
184646772,S,Schaber,Ave,,801,899,800,898
184646773,S,Ermou,St,,1500,1598,1501,1599
184646774,S,Honoliau,Ave,,901,1099,900,1098
184646775,S,Achilleos,St,,1600,1698,1601,1699
184646776,S,Evripidou,Ave,,1101,1199,1100,1198
184646777,S,Achilleos,St,,1500,1598,1501,1599
184646778,S,Honoliau,Ave,,1101,1199,1100,1198
184646779,S,Ermou,St,,1400,1498,1401,1499
184646780,S,Schaber,Ave,,901,1099,900,1098
184646781,S,Achilleos,St,,1400,1498,1401,1499
184646782,S,Schaber,Ave,,1101,1199,1100,1198
184646783,S,Egeou,Ave,,1300,1398,1301,1399
184646784,S,Menelaou,St,,601,699,600,698
184646785,S,Egeou,Ave,,1200,1298,1201,1299
184646786,S,Maskin,St,,601,699,600,698
184646787,S,Eleftherias,St,,1300,1398,1301,1399
184646788,S,Menelaou,St,,701,799,700,798
184646789,S,Els,St,,1300,1398,1301,1399
184646790,S,Menelaou,St,,801,899,800,898
184646791,S,Eleftherias,St,,1200,1298,1201,1299
184646792,S,Maskin,St,,701,799,700,798
184646793,S,Egeou,Ave,,1100,1198,1101,1199
184646794,,Narwhal,Way,,601,699,600,698
184646795,S,Els,St,,1200,1298,1201,1299
184646796,S,Maskin,St,,801,899,800,898
184646797,S,Ermou,St,,1300,1398,1301,1399
184646798,S,Menelaou,St,,901,999,900,998
184646799,S,Menelaou,St,,1001,1099,1000,1098
184646800,S,Achilleos,St,,1300,1398,1301,1399
184646801,S,Menelaou,St,,1101,1199,1100,1198
184646802,S,Ermou,St,,1200,1298,1201,1299
184646803,S,Maskin,St,,901,999,900,998
184646804,S,Acera,St,,1200,1298,1201,1299
184646805,S,Maskin,St,,1001,1099,1000,1098
184646807,S,Maskin,St,,1101,1199,1100,1198
184646809,S,Agentes,St,,1500,1598,1501,1599
184646811,S,Agentes,St,,1400,1498,1401,1499
184646813,S,Agentes,St,,1300,1398,1301,1399
184646817,S,Eleftherias,St,,1100,1198,1101,1199
184646818,,Narwhal,Way,,701,799,700,798
184646819,S,Egeou,Ave,,1000,1098,1001,1099
184646820,S,Livit,St,,601,699,600,698
184646821,S,Eleftherias,St,,1000,1098,1001,1099
184646822,S,Livit,St,,701,799,700,798
184646823,S,Els,St,,1100,1198,1101,1199
184646824,,Narwhal,Way,,801,899,800,898
184646825,S,Egeou,Ave,,900,998,901,999
184646828,S,Eleftherias,St,,900,998,901,999
184646830,S,Els,St,,1000,1098,1001,1099
184646831,S,Livit,St,,801,899,800,898
184646832,S,Els,St,,900,998,901,999
184646834,S,Ermou,St,,1100,1198,1101,1199
184646835,,Narwhal,Way,,901,999,900,998
184646836,S,Acera,St,,1100,1198,1101,1199
184646837,,Narwhal,Way,,1001,1099,1022,1098
184646838,S,Achilleos,St,,1100,1198,1101,1199
184646839,,Narwhal,Way,,1101,1199,1100,1198
184646840,S,Ermou,St,,1000,1098,1001,1099
184646841,S,Livit,St,,901,999,900,998
184646842,S,Acera,St,,1000,1098,1001,1099
184646843,S,Livit,St,,1001,1099,1000,1098
184646844,S,Achilleos,St,,1000,1098,1001,1099
184646845,S,Livit,St,,1101,1199,1100,1198
184646851,S,Ermou,St,,900,998,901,999
184646864,S,Acera,St,,900,998,901,999
184646866,S,Achilleos,St,,900,998,901,999
184646876,S,Agentes,St,,1100,1198,1101,1199
184646878,S,Agentes,St,,1000,1098,1001,1099
184652623,N,Diogenous,St,,6352,6398,6353,6399
184652625,N,Thermopilon,St,,4946,4998,4961,4999
184652627,N,Diogenous,St,,6204,6214,6205,6215
184652629,N,Gerantoni,St,,5006,5098,5013,5099
184652631,N,Ionnanon,St,,5020,5098,5019,5099
184652633,N,Tzavella,St,,5032,5098,5031,5099
184652635,N,Pilau,St,,5028,5098,5017,5099
184652637,N,Leeno,St,,5038,5098,5027,5099
184652639,N,Yonille,St,,5084,5098,5071,5099
184652727,,Skaldis,,,,,,
184652729,,Skaldis,,,,,,
184652731,,Skaldis,,,,,,
184652733,,Skaldis,,,,,,
184653020,N,Polvo,St,,2399,2201,2398,2200
184653030,,Narwhal,Way,,407,499,406,498
184656093,,Grammou,,,,,,
184656095,N,Inuti,Dr,,4642,4698,4643,4699
184656099,N,Hallanol,Dr,,3200,3298,3201,3299
184656104,,,,,,,,
184656114,N,Sialens,Pl,,7309,7313,7308,7324
184656116,,,,,,,,
184656124,N,Desafio,St,,5624,5698,5625,5699
184656126,,Reto,Way,,,,,
184656128,N,Delfon,St,,6108,6198,6109,6199
184656132,N,Dentro,St,,5400,5448,5341,5499
184656134,N,Leeno,St,,4100,4198,4101,4199
184656138,N,Scarkeme,St,,,,,
184656145,N,Valmai,St,,4752,4902,4721,4999
184656153,N,Pilau,St,,3198,3298,3037,3047
184656155,N,Pilau,St,,3074,3098,3023,3025
184656157,N,Anrop,St,,6138,6198,6121,6199
184656159,,,,,,,,
184656164,,,,,,,,
184656166,N,Blant,St,,5402,5498,5401,5499
184656168,N,Els,St,,4430,4598,4501,4599
184656171,N,Valmai,St,,3644,3690,3713,3799
184656173,N,Utmana,St,,3808,3898,3801,3899
184656181,N,Artakis,St,,3726,3898,3729,3899
184656185,N,Avionos,St,,2904,3098,2907,3099
184656187,N,Aveny,St,,2900,2998,2903,2999
184656191,N,Evzonon,St,,934,1098,931,949
184656200,,Skaldis,,,1199,1193,1198,1192
184656202,S,Els,St,,,,5294,5200
184656208,S,Spetson,St,,1153,1199,1152,1198
184656210,S,Utanfor,St,,713,799,718,792
184656212,S,Ermou,St,,3400,3498,3401,3499
184656239,,Pamassou,Rd,,100,198,69,199
184656243,,Iroon,Rd,N,100,198,101,199
184656245,N,Zefirou,Ave,,2514,2598,2573,2599
184656247,N,Gondol,St,,1058,2498,701,2499
184656253,N,Sannan,Pky,,176,520,177,521
184656267,S,Jav,St,,1159,1199,1118,1198
184656813,N,Desafio,St,,6575,6501,,
184656815,,Rozarol,Rd,,,,,
184656816,,Rozarol,Rd,,1,107,2,110
184656820,N,Gerantoni,St,,5100,5298,5101,5199
184656828,N,Barabla,St,,,,3098,3000
184656830,N,Medel,St,,,,4298,4200
184656833,N,Camino,St,,,,6605,6609
184656834,N,Medel,St,,,,3898,3800
184656835,N,Blant,St,,,,,
184656836,,Obil,St,,3800,4098,3801,4099
184656837,,,,,,,,
184656838,N,Camino,St,,6699,6611,,
184656841,N,Havet,Dr,,3799,3701,3722,3700
184656842,N,Bilar,St,,6034,6298,6013,6299
184656843,N,Ionnanon,St,,3799,3701,,
184656844,N,Tzavella,St,,3799,3701,,
184656845,N,Gerantoni,St,,3899,3701,3898,3700
184656846,N,Pilau,St,,3516,3522,,
184656849,N,Anrop,St,,7400,7450,7315,7399
184656854,N,Alexandrias,St,,6000,6198,6001,6199
184656873,S,Utanfor,St,,1107,1199,1108,1198
184657748,N,Desafio,St,,5399,5301,5398,5300
184663754,N,Lumen,St,,1500,1898,1845,1899
184663915,N,Barwyn,St,,,,5520,5500
184663918,N,Limnou,St,,4100,4198,4101,4199
184663946,,,,,,,,
184663948,N,Pilau,St,,1734,1788,1735,1789
184663949,N,Alamanas,St,,5999,5949,6020,6000
184663984,S,Nia,Ave,,,,1010,1098
184663986,,Seranti,Dr,,942,1098,951,1099
184663987,N,Achilleos,St,,6300,6808,6803,6807
184663991,N,Acera,St,,7099,6701,7098,6700
184663992,N,Pilau,St,,998,1118,999,1119
184663995,,Skaldis,,,,,,
184663998,N,Acera,St,,5900,6298,5901,6299
184664035,N,Tzavella,St,,,,,
184664043,N,Achilleos,St,,7400,7458,7401,7459
184664044,N,Opalante,Dr,,3000,3098,3001,3099
184664046,N,Ermou,St,,7100,7108,,
184664047,N,Achilleos,St,,,,6751,6801
184664048,,Skaldis,,,,,,
184664049,,Seranti,Dr,,934,940,939,949
184664052,N,Leeno,St,,3923,3901,3922,3900
184664054,N,Brada,St,,5600,5634,5601,5639
184664055,N,Brada,St,,5636,5640,5641,5699
184664057,N,Wenna,St,,3100,3198,3101,3199
184664060,N,Pilau,St,,1630,1732,1631,1733
184664061,N,Pilau,St,,964,996,965,997
184664062,N,Finiatur,St,,3500,3598,3501,3699
184664063,N,Thessalias,St,,2700,2738,2701,2739
184664066,N,Acera,St,,3600,3630,3601,3631
184664067,N,Tzavella,St,,1501,1609,,
184664068,N,Fewnol,St,,1700,1746,1701,1747
184664069,S,Mikonou,St,,1161,1199,1108,1198
184664071,S,Omirou,St,,,,799,701
184664072,S,Mikonou,St,,1101,1159,1100,1106
184664138,N,Thessalias,St,,2400,2498,2401,2499
184664188,N,Ionnanon,St,,,,,
184664189,N,Ionnanon,St,,,,,
184664193,S,Achilleos,St,,4000,4098,4001,4099
184664620,N,Wenna,St,,3200,3298,3201,3299
184664621,,,,,,,,
184664632,S,Achilleos,St,,5100,5198,5101,5199
184664636,S,Isis,St,,,,,
184665334,N,Bairn,St,,,,3516,3500
184665376,,Velestinou,Blvd,,6000,6320,6001,6099
184666676,N,Aveny,St,,1100,2002,,
184666677,,Rist,Way,,,,,
184666678,,Rist,Way,,,,,
184667121,N,Yonille,St,,3830,3834,,
184667122,N,Yonille,St,,3800,3828,3801,3873
184667127,N,Nia,Ave,,3900,3998,3901,3999
184667536,N,Opalante,Dr,,3200,3298,3201,3299
184667662,N,Anrop,St,,5100,5398,5101,5399
184667665,,Filis,St,,2100,2298,2101,2299
184668033,,Velestinou,Blvd,,5900,5998,5901,5999
184668318,N,Averof,St,,3700,3898,3701,3899
184668321,N,Avionos,St,,2804,2902,2809,2905
184668322,N,Avionos,St,,2700,2802,2701,2807
184668323,N,Pluma,St,,,,,
184668325,S,Dimitriou,St,,,,,
184668812,N,Zefirou,Ave,,2704,2798,2713,2799
184668813,N,Zefirou,Ave,,,,2709,2711
184668814,N,Mattadou,St,,3170,3198,3171,3199
184668818,N,Aveny,St,,3522,3598,3509,3599
184668819,N,Aveny,St,,3500,3520,3501,3507
184668821,N,Asiant,St,,3522,3598,3517,3599
184668822,N,Asiant,St,,3500,3520,3501,3515
184668823,,,,,,,,
184668824,N,Artakis,St,,3570,3598,3569,3599
184668825,N,Artakis,St,,3500,3568,3501,3567
184668826,N,Taxiarchon,Ave,,,,,
184668827,N,Arkadou,St,,,,,
184668828,N,Arkadou,St,,,,,
184668829,N,Taxiarchon,Ave,,2709,2711,,
184668830,N,Arkadiou,St,,3516,3598,3517,3599
184668831,N,Arkadiou,St,,3500,3514,3501,3515
184668832,N,Taxiarchon,Ave,,2609,2611,,
184668833,N,Arbete,St,,3580,3598,3583,3599
184668834,N,Arbete,St,,3500,3578,3501,3581
184668835,N,Taxiarchon,Ave,,,,,
184668836,N,Antoniadou,St,,3516,3598,3575,3599
184668837,N,Antoniadou,St,,3500,3514,3501,3573
184668838,N,Taxiarchon,Ave,,2403,2401,,
184668839,N,Anntigonou,St,,3588,3598,3589,3599
184668840,N,Anntigonou,St,,3500,3586,3501,3587
184668841,N,Taxiarchon,Ave,,,,,
184668842,N,Androutsou,St,,3582,3598,3583,3599
184668843,N,Androutsou,St,,3500,3580,3501,3581
184668844,N,Taxiarchon,Ave,,,,,
184668845,N,Amfitris,St,,3518,3598,3569,3599
184668846,N,Amfitris,St,,3500,3516,3501,3567
184668847,N,Taxiarchon,Ave,,1909,1913,,
184668849,N,Polvo,St,,3192,3248,3223,3299
184668850,N,Polvo,St,,3154,3190,3171,3221
184668857,N,Taxiarchon,Ave,,3305,3301,,
184668858,N,Bairn,St,,,,3520,3518
184668859,N,Bairn,St,,,,3614,3522
184668860,N,Profitou Ilia,Ave,,,,,
184668863,N,Alm,St,,3568,3598,3571,3599
184668864,N,Alm,St,,3500,3566,3501,3569
184668866,N,Achilleos,St,,3394,3598,3321,3599
184668868,N,Taxiarchon,Ave,,,,,
184668869,N,Taxiarchon,Ave,,904,998,811,899
184668870,N,Taxiarchon,Ave,,901,935,,
184668871,N,Taxiarchon,Ave,,,,,
184673038,S,Obil,St,,1001,1199,1000,1198
184673039,S,Konitsis,St,,1001,1199,1000,1198
184673073,S,Thermopilon,St,,1198,1000,1199,1003
184673293,S,Maskin,St,,1201,1299,1200,1298
184673296,S,Menelaou,St,,1201,1299,1200,1298
184673303,,Narwhal,Way,,1201,1299,1200,1298
184673304,S,Schaber,Ave,,1201,1299,1200,1298
184673305,S,Honoliau,Ave,,1201,1299,1200,1298
184673697,S,Acera,St,,,,5518,5512
184673708,N,Ionnanon,St,,3999,3937,3998,3936
184673783,N,Barwyn,St,,5500,5898,5501,5599
184674339,N,Undeg,Dr,,2700,3098,2701,3099
184674340,N,Owena,Pl,,2832,2910,2663,2821
184674341,N,Kakavaki,St,,3700,3998,3701,3999
184674342,N,Opalante,Dr,,2400,2498,2401,2499
184674353,N,Wenna,St,,5000,5098,5001,5099
184674356,N,Havet,Dr,,3724,3898,3801,3899
184674358,N,Tzavella,St,,3899,3801,,
184674359,N,Brada,St,,5500,5598,5501,5599
184674362,N,Camino,St,,6101,6001,,
184674364,N,Filis,St,,4100,4198,4101,4199
184674367,N,Opalante,Dr,,3400,3698,3401,3699
184674368,N,Wenna,St,,3300,3498,3301,3499
184674370,N,Thramvou,Dr,,6100,6198,6101,6199
184674371,N,Thermopilon,St,,2600,2798,2601,2799
184674372,N,Bairn,St,,5700,5898,5701,5899
184674374,,,,,,,,
184674375,,Lakendra,Pky,,,,,
184674376,N,Finiatur,St,,3700,3798,3701,3799
184674378,,Rist,Way,,4100,4398,4101,4399
184674382,N,Polvo,St,,3800,3908,3801,3899
184674384,,Exadakitiou,Way,,,,,
184674385,,Exadakitiou,Way,,,,,
184674387,,Rist,Way,,2600,3198,2601,3099
184674391,S,Ermou,St,,,,,
184674392,,,,,,,,
184674404,,Rist,Way,,2200,2498,2201,2499
184674407,,Kartong,,,,,,
184674408,N,Sannan,Pky,,,,,
184674409,N,Sina,Way,,900,998,901,999
184674412,,Narwhal,Way,,301,405,300,404
184674542,,Isminis,,,,,,
184675018,N,Arkadou,St,,6900,6998,6901,6999
184675019,N,Santaroza,St,,5700,5898,5701,5899
184675020,N,Carnero,St,,5600,5698,5601,5699
184675021,N,Carden,St,,5300,5398,5301,5399
184675022,N,Opalante,Dr,,3100,3198,3101,3199
184675023,S,Yonille,St,,898,750,899,801
184675024,N,Arkadiou,St,,2300,2998,2701,2999
184675025,N,Alexandrias,St,,2900,2998,2901,2999
184675026,S,Yonille,St,,906,900,999,901
184675028,S,Omirou,St,,601,699,600,698
184675029,S,Mattadou,St,,1101,1199,1100,1198
184675031,N,Asiant,St,,2600,2698,2601,2699
184675061,N,Brada,St,,4131,3801,3898,3800
184675062,N,Carnero,St,,5900,6098,5901,5999
184675408,N,Opalante,Dr,,3300,3398,3301,3399
184675426,,,,,,,,
184675427,N,Taxiarchon,Ave,,,,,
184677061,,Egeou,Ave,,7100,7198,7101,7199
184677096,N,Lakendra,Pky,,1236,1298,1237,1299
184677097,N,Lakendra,Pky,,1308,1598,,
184679760,N,Peque,Way,,6300,6450,6301,6449
184679761,N,Peque,Way,,6452,6598,6451,6599
184679762,N,Dodonis,St,,6500,6698,6501,6699
184679764,N,Thrakis,Dr,,6498,6416,6499,6401
184679766,N,Scarkeme,St,,3100,3298,3101,3299
184683540,N,Derwen,St,,,,,
184683543,N,Obil,St,,4800,4828,4801,4829
184683544,N,Obil,St,,4830,4898,4831,4899
184683545,,,,,,,,
184683546,N,Peque,Way,,,,,
184683547,N,Peque,Way,,6600,6698,6601,6699
184683548,S,Rosyn,Dr,,4,4982,1,4983
184683549,,Rozarol,Rd,,,,,
184683552,N,Sachtouri,Ln,,,,,
184683553,N,Sachtouri,Ln,,5099,4901,5098,4900
184683554,N,Dragoumi,Pl,,6599,6559,6598,6558
184684213,N,Achilleos,St,,400,412,401,449
184684214,N,Achilleos,St,,414,498,451,499
184684215,,,,,,,,
184684216,N,Irinis,St,,,,701,707
184689164,N,Utanfor,St,,,,,
184692479,N,Helice,St,,5419,5301,5418,5300
184692485,N,Diogenous,St,,5400,5598,5401,5599
184692488,N,Distomou,St,,5500,5598,5501,5599
184692491,N,Distomou,St,,5300,5398,5301,5399
184692500,N,Rees,St,,5100,5200,5101,5201
184692501,N,Rees,St,,5202,5298,5203,5299
184692505,N,Desafio,St,,4810,5098,4801,5099
184692506,N,Desafio,St,,5100,5298,5101,5299
184692513,N,Hix,St,,5499,5401,5498,5400
184696119,N,Alamanas,St,,4893,4801,4892,4800
184696120,N,Ithakis,St,,1400,1498,1401,1499
184696121,N,Alexandrias,St,,4800,4894,4801,4895
184696122,N,Alexandrias,St,,4896,4998,4897,4999
184696123,N,Ithakis,St,,1500,1620,1501,1599
184696124,N,Tolleniau,St,,2100,2298,2101,2299
184696125,N,Achilleos,St,,3300,3332,3301,3305
184696126,N,Achilleos,St,,3334,3392,3307,3319
184696127,N,Utanfor,St,,1100,1198,1101,1199
184696739,N,Bilar,St,,5100,5198,5101,5199
184696740,N,Bairn,St,,4000,4046,3901,3985
184696741,N,Bairn,St,,4048,4098,3987,4099
184696742,N,Mikonou,St,,3200,3298,3201,3299
184696743,N,Mikonou,St,,3300,3398,3301,3399
184697541,S,Kust,Ave,,1198,1100,1199,1101
184697542,S,Achilleos,St,,5500,5598,5517,5599
184697545,S,Finiatur,St,,1101,1199,1100,1298
184697554,,,,,,,,
184699899,,,,,,,,
184699900,,,,,,,,
184699903,N,Leeno,St,,4950,4974,4951,4975
184699904,N,Leeno,St,,4900,4948,4901,4949
184701174,N,Agiasou,St,,3300,3398,3301,3399
184701175,N,Utanfor,St,,1300,1450,1301,1451
184701231,N,Estos,St,,3800,3824,3801,3821
184701232,N,Estos,St,,3908,3998,3909,3999
184701233,N,Brada,St,,3700,3726,3701,3727
184701235,N,Ionnanon,St,,4200,4218,4201,4213
184701807,S,Parla,St,,1201,1679,1200,1678
184705371,S,Agentes,St,,1270,1298,1271,1299
184705373,S,Achilleos,St,,1270,1298,1271,1299
184705374,,Heriau,,,,,,
184705375,S,Agentes,St,,1200,1226,1201,1227
184705376,S,Agentes,St,,1228,1268,1229,1269
184705377,S,Achilleos,St,,1200,1224,1201,1225
184705378,S,Achilleos,St,,1226,1268,1227,1269
184705379,,HelmouIera Odos,,,,,,
184705521,S,Achilleos,St,,3700,3798,3701,3799
184705685,S,Edessis,St,,1000,1048,1001,1049
184705688,S,Edessis,St,,1050,1098,1051,1099
184705692,S,Eleftherias,St,,3400,3498,3401,3499
184705696,S,Achilleos,St,,3346,3398,3347,3399
184705697,S,Achilleos,St,,3300,3344,3301,3345
184705702,S,Ermou,St,,3100,3198,3101,3199
184705703,S,Els,St,,3100,3148,3101,3149
184705705,S,Evzonon,St,,601,699,600,698
184705707,N,Irinis,St,,1000,1098,1001,1099
184705708,N,Acera,St,,,,,
184705710,N,Arkadiou,St,,2200,2298,2201,2299
184705711,N,Lumen,St,,,,,
184705712,N,Pluma,St,,,,,
184705713,N,Lumen,St,,3000,3098,3001,3099
184705715,N,Averof,St,,2324,2398,2301,2399
184705716,N,Averof,St,,,,2401,2499
184705717,N,Souliou,St,,,,,
184705719,S,Achilleos,St,,4399,4301,4398,4312
184705720,S,Scarkeme,St,,1101,1145,,
184705721,S,Scarkeme,St,,1147,1199,,
184705722,S,Achilleos,St,,,,,
184705724,N,Alamanas,St,,5947,5901,5998,5900
184705726,N,Avionos,St,,3998,4148,3999,4105
184705729,N,Avionos,St,,3900,3996,3901,3997
184705730,N,Tavla,St,,3800,3898,3801,3899
184705733,N,Nikomidias,St,,,,4701,4799
184705735,N,Carden,St,,4350,4398,4301,4399
184705737,N,Bairn,St,,,,,
184705738,N,Arkadou,St,,,,,
184705744,N,Thermopilon,St,,,,3201,3399
184705746,N,Thermopilon,St,,,,,
184707285,N,Olimou,,,2705,2701,,
184707349,N,Thermopilon,St,,1707,1701,,
184708128,N,Finiatur,St,,,,3818,3800
184708131,N,Omirou,St,,1614,1698,,
184708134,N,Ithakis,St,,1699,1601,1698,1622
184709249,N,Desafio,St,,,,,
184709396,S,Achilleos,St,,2000,2070,2001,2071
184709397,S,Achilleos,St,,2072,2098,2073,2099
184709400,,,,,,,,
184709439,,Acera,St,,7022,7030,,
184709440,,Isminis,,,,,,
184709441,,Isminis,,,,,,
184709442,,Acera,St,,,,,
184709443,,,,,,,,
184709445,,Acera,St,,,,,
184709449,,Kakavaki,St,,1200,1252,1201,1253
184710128,N,Nia,Ave,,4000,4076,4001,4091
184710129,N,Nia,Ave,,4078,4098,4093,4099
184710130,N,Carden,St,,,,,
184711025,N,Alamanas,St,,4999,4895,4998,4894
184713284,,Rist,Way,,2199,2001,2198,2000
184714846,,,,,,,,
184714849,N,Camino,St,,6500,6698,6501,6601
184714852,N,Opalante,Dr,,2500,2598,2501,2599
